year,month,day,hour,P,T,RH,RPH,WD,WV,WV1,WV2
2008,6,15,18,720.5,6.2,82,0,255,4.2,-0.258819118,-0.965925807
2008,6,15,19,720.2,5.2,99,0,251,5.3,-0.325568225,-0.945518551
2008,6,15,20,720,6.5,79,0,284,4.5,0.241921814,-0.970295747
2008,6,15,21,719.9,6.9,70,0,276,5.2,0.104528382,-0.994521904
2008,6,15,22,719.9,6.5,71,0,276,4.4,0.104528382,-0.994521904
2008,6,15,23,720,6.9,74,0,301,3.6,0.515037998,-0.857167347
2008,6,16,0,720.2,9.6,70,0,305,3.3,0.573576362,-0.819152096
2008,6,16,1,720.6,11.5,71,0,9,1.8,0.987688341,0.156434462
2008,6,16,2,720.5,13.2,65,0,39,1.5,0.777145969,0.629320382
2008,6,16,3,720.7,9.8,88,0,279,1.5,0.156434383,-0.987688354
2008,6,16,4,720.8,10.8,85,0,181,1,-0.999847696,-0.017452353
2008,6,16,5,720.4,11.2,78,0,81,1.1,0.156434489,0.987688337
2008,6,16,6,720.1,11.1,82,0,59,4.4,0.51503809,0.857167292
2008,6,16,7,720,12.3,83,0,55,5,0.57357645,0.819152035
2008,6,16,8,719.8,9.5,87,0,65,4.9,0.422618279,0.906307779
2008,6,16,9,719.9,8.4,83,2.7,12,3.9,0.978147601,0.207911687
2008,6,16,10,719.4,10.5,67,0,49,3.2,0.65605904,0.754709571
2008,6,16,11,720,8.5,72,0,52,4.5,0.615661488,0.788010744
2008,6,16,12,719.8,10.1,53,0,237,3.5,-0.544639094,-0.83867053
2008,6,16,13,719.9,9.3,58,0,206,9,-0.898794073,-0.438371092
2008,6,16,14,720.2,8.7,75,0,219,8.2,-0.777146002,-0.62932034
2008,6,16,15,720.1,8.3,75,0,221,9.5,-0.754709623,-0.656058979
2008,6,16,16,720,8,86,0,222,9.7,-0.74314487,-0.669130557
2008,6,16,17,719.8,7.7,89,0,218,9.7,-0.788010794,-0.615661424
2008,6,16,18,719.6,7.8,83,0,210,9.8,-0.866025435,-0.499999946
2008,6,16,19,719.5,8.1,90,0,208,7.9,-0.882947622,-0.469471508
2008,6,16,20,719.1,8.3,85,0,210,7.8,-0.866025435,-0.499999946
2008,6,16,21,719,9,76,0,213,7.3,-0.838670602,-0.544638982
2008,6,16,22,719,8.8,79,0,213,6.4,-0.838670602,-0.544638982
2008,6,16,23,718.9,8.8,81,0,208,5.3,-0.882947622,-0.469471508
2008,6,17,0,719.1,7.6,92,0,204,5.6,-0.913545482,-0.406736588
2008,6,17,1,719.2,8.9,94,0,260,1.8,-0.173648254,-0.98480774
2008,6,17,2,719,9.8,89,0,237,2.4,-0.544639094,-0.83867053
2008,6,17,3,719,10.8,84,0,229,3,-0.65605908,-0.754709535
2008,6,17,4,718.9,13.3,84,0,238,1.9,-0.529919324,-0.848048059
2008,6,17,5,718.5,14.3,79,0,291,0.6,0.358367869,-0.933580458
2008,6,17,6,718,14.8,76,0,244,1.9,-0.438371212,-0.898794014
2008,6,17,7,717.6,16.1,66,0,285,1.7,0.258818963,-0.965925848
2008,6,17,8,717.2,16.1,49,0,243,2.2,-0.453990564,-0.891006491
2008,6,17,9,716.5,16.1,59,0,245,2.7,-0.422618328,-0.906307756
2008,6,17,10,716.2,14.5,67,0,221,4.3,-0.754709623,-0.656058979
2008,6,17,11,716.2,12.9,73,0,225,2.8,-0.707106829,-0.707106734
2008,6,17,12,716.2,10.3,88,0,207,5,-0.891006552,-0.453990445
2008,6,17,13,716.1,9.4,92,0,204,6.4,-0.913545482,-0.406736588
2008,6,17,14,716.1,8.8,92,0,212,8.5,-0.84804813,-0.529919211
2008,6,17,15,716.2,8.8,90,0,211,9.7,-0.857167333,-0.515038021
2008,6,17,16,716.3,8.5,96,0,221,12.6,-0.754709623,-0.656058979
2008,6,17,17,715.9,8.3,96,0,219,14.3,-0.777146002,-0.62932034
2008,6,17,18,715.7,7.9,99,0,223,13.5,-0.731353747,-0.681998312
2008,6,17,19,715.3,7.9,99,0,219,13.9,-0.777146002,-0.62932034
2008,6,17,20,715.2,7.8,99,0,222,14.1,-0.74314487,-0.669130557
2008,6,17,21,715,7.9,99,0,218,13.6,-0.788010794,-0.615661424
2008,6,17,22,715.1,8.2,99,0,218,13.3,-0.788010794,-0.615661424
2008,6,17,23,715.3,8.4,99,0,221,12.4,-0.754709623,-0.656058979
2008,6,18,0,715.6,8.5,99,0,220,12.1,-0.766044485,-0.64278756
2008,6,18,1,715.5,8.6,99,0,219,12.6,-0.777146002,-0.62932034
2008,6,18,2,715.9,8.6,99,0,223,11.7,-0.731353747,-0.681998312
2008,6,18,3,716.4,8.8,99,0,224,11.1,-0.719339847,-0.694658322
2008,6,18,4,716.5,9.1,99,0,223,10.4,-0.731353747,-0.681998312
2008,6,18,5,716.6,9.4,99,0,220,9,-0.766044485,-0.64278756
2008,6,18,6,716.9,9.4,99,0,226,7.5,-0.694658419,-0.719339754
2008,6,18,7,716.5,10,99,0,226,5.1,-0.694658419,-0.719339754
2008,6,18,8,716.7,10.1,99,0,233,4.1,-0.601815079,-0.798635468
2008,6,18,9,716.8,9.3,99,0,225,5.6,-0.707106829,-0.707106734
2008,6,18,10,716.8,8.8,99,0.1,217,5.6,-0.798635549,-0.601814972
2008,6,18,11,717.1,7.9,99,0.9,216,7.4,-0.809017032,-0.5877852
2008,6,18,12,717.1,7.8,99,0.7,217,5.9,-0.798635549,-0.601814972
2008,6,18,13,717.4,8.2,99,0,220,6.9,-0.766044485,-0.64278756
2008,6,18,14,717.7,8.5,99,0,224,7.2,-0.719339847,-0.694658322
2008,6,18,15,717.8,8.5,99,0.1,226,6.1,-0.694658419,-0.719339754
2008,6,18,16,717.6,8.7,99,0.1,228,8.9,-0.669130657,-0.74314478
2008,6,18,17,717.2,8.5,99,0.1,227,10.1,-0.681998409,-0.731353656
2008,6,18,18,717.2,8.5,99,0,225,7.7,-0.707106829,-0.707106734
2008,6,18,19,717.1,8.4,99,0.1,219,6.7,-0.777146002,-0.62932034
2008,6,18,20,716.7,8.5,99,0.2,217,7.8,-0.798635549,-0.601814972
2008,6,18,21,716.5,8.5,99,0.2,217,6.3,-0.798635549,-0.601814972
2008,6,18,22,716.9,8.6,99,0.1,225,5.3,-0.707106829,-0.707106734
2008,6,18,23,716.9,8.7,99,0.3,228,4.2,-0.669130657,-0.74314478
2008,6,19,0,717.5,8.8,99,0,231,5,-0.629320444,-0.777145918
2008,6,19,1,717.9,8.9,99,0,235,3.4,-0.573576494,-0.819152004
2008,6,19,2,717.8,8.9,99,0.1,224,3.4,-0.719339847,-0.694658322
2008,6,19,3,717.8,9.3,99,0,219,2.9,-0.777146002,-0.62932034
2008,6,19,4,718,10.3,99,0,217,2.7,-0.798635549,-0.601814972
2008,6,19,5,718,10.8,99,0,260,0.9,-0.173648254,-0.98480774
2008,6,19,6,717.7,13.2,99,0,29,2.1,0.874619711,0.484809613
2008,6,19,7,717.4,13.4,97,0,59,4.3,0.51503809,0.857167292
2008,6,19,8,717.3,14.2,93,0,64,3.9,0.438371164,0.898794038
2008,6,19,9,717.2,14.8,90,0,52,4.1,0.615661488,0.788010744
2008,6,19,10,717,13.1,93,0,72,3.3,0.309017015,0.95105651
2008,6,19,11,717.1,11.7,99,0,58,3.7,0.529919279,0.848048087
2008,6,19,12,717.6,10.8,99,0,65,3.6,0.422618279,0.906307779
2008,6,19,13,717.9,10,99,0,63,2.3,0.453990516,0.891006516
2008,6,19,14,718.8,11.2,85,0,217,3.3,-0.798635549,-0.601814972
2008,6,19,15,718.8,10.6,99,0,220,4.2,-0.766044485,-0.64278756
2008,6,19,16,718.8,10.1,99,0,216,6,-0.809017032,-0.5877852
2008,6,19,17,718.6,10.2,99,0,219,6.1,-0.777146002,-0.62932034
2008,6,19,18,718.8,9.9,99,0,261,4.4,-0.156434542,-0.987688328
2008,6,19,19,718.4,9.8,99,0,245,1.7,-0.422618328,-0.906307756
2008,6,19,20,718.4,9.2,99,0,296,0.8,0.438371068,-0.898794085
2008,6,19,21,718.3,7.3,99,0,30,6,0.866025408,0.499999992
2008,6,19,22,718.9,6.9,98,0,1,3.1,0.999847695,0.017452406
2008,6,19,23,719.4,7.9,93,0,284,4.2,0.241921814,-0.970295747
2008,6,20,0,719.6,8.8,93,0,307,5.6,0.60181495,-0.798635565
2008,6,20,1,720.1,12.5,83,0,3,3.3,0.998629535,0.052335955
2008,6,20,2,720.4,10.1,91,0,10,3.7,0.984807754,0.173648175
2008,6,20,3,720.6,13.7,82,0,9,4.8,0.987688341,0.156434462
2008,6,20,4,720.8,12.5,81,0,23,4.8,0.920504856,0.390731122
2008,6,20,5,721,11.9,80,0,54,1.7,0.587785265,0.809016985
2008,6,20,6,721,12.4,77,0,23,3.6,0.920504856,0.390731122
2008,6,20,7,720.3,14.8,71,0,31,5.1,0.857167305,0.515038067
2008,6,20,8,720,15,65,0,46,4.3,0.69465838,0.719339791
2008,6,20,9,719.9,15.2,61,0,41,4.5,0.754709588,0.65605902
2008,6,20,10,719.9,15.1,60,0,30,6.2,0.866025408,0.499999992
2008,6,20,11,719.7,14.1,61,0,38,6.7,0.788010761,0.615661466
2008,6,20,12,720.1,12.2,61,0,15,7.9,0.965925827,0.258819041
2008,6,20,13,720.2,11.9,58,0,34,9.4,0.829037578,0.559192895
2008,6,20,14,720.6,11.1,75,0,48,7.4,0.669130617,0.743144816
2008,6,20,15,720.7,10.6,82,0,59,6.3,0.51503809,0.857167292
2008,6,20,16,720.7,10.6,76,0,35,5,0.81915205,0.573576428
2008,6,20,17,720.7,10.7,87,0,234,4.1,-0.587785309,-0.809016953
2008,6,20,18,720.3,10.5,87,0,242,3.6,-0.469471626,-0.882947559
2008,6,20,19,720.1,10.1,95,0,263,3.6,-0.121869421,-0.992546142
2008,6,20,20,720,10.6,88,0,255,2.4,-0.258819118,-0.965925807
2008,6,20,21,720.2,10.3,91,0,257,3.7,-0.224951129,-0.974370048
2008,6,20,22,720.2,10.1,91,0,334,1.8,0.898794003,-0.438371236
2008,6,20,23,720.6,10.2,75,0,29,6.3,0.874619711,0.484809613
2008,6,21,0,720.7,9.3,78,0.2,35,7.4,0.81915205,0.573576428
2008,6,21,1,721.1,10,91,0,59,6.3,0.51503809,0.857167292
2008,6,21,2,721.1,10.5,84,0,74,5.4,0.275637377,0.96126169
2008,6,21,3,720.9,11.3,82,0,70,5.8,0.342020163,0.939692614
2008,6,21,4,720.9,12.8,79,0,63,5.8,0.453990516,0.891006516
2008,6,21,5,720.9,14.2,64,0,94,2.3,-0.069756446,0.997564052
2008,6,21,6,720.5,15.2,58,0,96,2.5,-0.104528435,0.994521898
2008,6,21,7,720.2,16.8,54,0,60,3.7,0.500000015,0.866025395
2008,6,21,8,720.1,17.4,58,0,54,3,0.587785265,0.809016985
2008,6,21,9,719.9,17.4,58,0,47,2.4,0.68199837,0.731353692
2008,6,21,10,719.8,14.5,64,0,43,2.4,0.73135371,0.681998351
2008,6,21,11,719.8,12.9,70,0,126,2.7,-0.587785222,0.809017016
2008,6,21,12,720,12.8,73,0,93,1.8,-0.052335929,0.998629536
2008,6,21,13,720.4,11,95,0,196,3.9,-0.961261712,-0.2756373
2008,6,21,14,720.9,10.4,96,0,198,3.1,-0.951056535,-0.309016938
2008,6,21,15,720.9,12.2,59,0,99,1.5,-0.156434436,0.987688345
2008,6,21,16,720.7,11.2,90,0,267,2.5,-0.052336036,-0.998629531
2008,6,21,17,720.4,11.2,80,0,353,3.1,0.992546139,-0.121869448
2008,6,21,18,720.4,9.8,99,0,280,2.9,0.173648096,-0.984807767
2008,6,21,19,720.2,8,98,0,57,3.7,0.544639049,0.838670559
2008,6,21,20,720.3,7.3,97,0,25,4.7,0.90630779,0.422618255
2008,6,21,21,720.6,7.1,90,0,299,4.2,0.484809542,-0.87461975
2008,6,21,22,720.6,6.5,94,0,332,5.5,0.882947546,-0.46947165
2008,6,21,23,721.2,5.9,97,0,298,7.1,0.469471484,-0.882947635
2008,6,22,0,721.3,5.6,97,0,290,10.3,0.342020062,-0.93969265
2008,6,22,1,721.7,5.1,99,0,294,12.4,0.406736563,-0.913545493
2008,6,22,2,721.8,5.9,87,0.1,323,9.5,0.798635452,-0.6018151
2008,6,22,3,721.7,7.4,67,0,10,11,0.984807754,0.173648175
2008,6,22,4,721.2,7.4,72,0,27,10.2,0.891006528,0.453990493
2008,6,22,5,722,9.7,76,0,2,3.2,0.999390827,0.034899496
2008,6,22,6,722,11,67,0,356,2.7,0.997564043,-0.069756579
2008,6,22,7,722,12.4,55,0,54,2.4,0.587785265,0.809016985
2008,6,22,8,721.9,12.8,61,0,341,3.2,0.945518543,-0.32556825
2008,6,22,9,721.9,13.5,46,0,24,5.5,0.913545461,0.406736637
2008,6,22,10,721.6,13.4,49,0,29,3.8,0.874619711,0.484809613
2008,6,22,11,721.7,10.2,64,0,30,5,0.866025408,0.499999992
2008,6,22,12,722.1,9.2,66,0,5,4.7,0.996194698,0.087155741
2008,6,22,13,722.1,8.8,61,0,334,3.7,0.898794003,-0.438371236
2008,6,22,14,722.6,9.6,59,0,277,5.2,0.121869262,-0.992546162
2008,6,22,15,722.5,9.7,60,0,272,4.7,0.034899416,-0.99939083
2008,6,22,16,722.3,9.3,61,0,214,3.9,-0.829037608,-0.559192851
2008,6,22,17,722,8.7,69,0,213,7,-0.838670602,-0.544638982
2008,6,22,18,721.8,8.1,77,0,209,7,-0.874619737,-0.484809566
2008,6,22,19,721.6,8.6,65,0,221,5.1,-0.754709623,-0.656058979
2008,6,22,20,721.2,8.9,58,0,272,6.9,0.034899416,-0.99939083
2008,6,22,21,721.2,8.6,59,0,271,6.9,0.017452326,-0.999847697
2008,6,22,22,721.3,8.4,62,0,272,6.7,0.034899416,-0.99939083
2008,6,22,23,721.5,9.1,64,0,278,5.5,0.139173019,-0.99026808
2008,6,23,0,721.8,9.7,63,0,262,4.3,-0.139173178,-0.990268058
2008,6,23,1,722,11.1,60,0,258,3,-0.207911766,-0.978147585
2008,6,23,2,721.9,12.5,52,0,255,2.3,-0.258819118,-0.965925807
2008,6,23,3,721.9,14.2,47,0,275,1.9,0.087155661,-0.996194705
2008,6,23,4,721.8,15.8,44,0,287,2.6,0.292371623,-0.956304781
2008,6,23,5,721.6,15.9,36,0,262,3.1,-0.139173178,-0.990268058
2008,6,23,6,721.3,17.2,36,0,268,2.5,-0.034899576,-0.999390824
2008,6,23,7,721,18.2,36,0,279,3.1,0.156434383,-0.987688354
2008,6,23,8,720.7,18.6,36,0,248,1.1,-0.374606662,-0.927183827
2008,6,23,9,720.5,17.9,36,0,261,1.8,-0.156434542,-0.987688328
2008,6,23,10,720,17.2,36,0,81,1.6,0.156434489,0.987688337
2008,6,23,11,720.1,16.6,40,0,18,0.8,0.951056518,0.309016989
2008,6,23,12,720.1,14.9,42,0,123,0.7,-0.544639004,0.838670588
2008,6,23,13,720.4,14.2,46,0,217,2.2,-0.798635549,-0.601814972
2008,6,23,14,720.9,13.3,60,0,204,5.7,-0.913545482,-0.406736588
2008,6,23,15,721,12.6,63,0,205,6.9,-0.906307813,-0.422618206
2008,6,23,16,721.1,12.6,62,0,213,6.5,-0.838670602,-0.544638982
2008,6,23,17,721,11.8,71,0,209,5.8,-0.874619737,-0.484809566
2008,6,23,18,720.9,11.7,68,0,212,6.1,-0.84804813,-0.529919211
2008,6,23,19,720.9,11.9,57,0,220,6.6,-0.766044485,-0.64278756
2008,6,23,20,720.8,12,51,0,214,5.7,-0.829037608,-0.559192851
2008,6,23,21,721.3,12.6,49,0,232,4.2,-0.61566153,-0.788010711
2008,6,23,22,721.7,12.1,48,0,228,4.3,-0.669130657,-0.74314478
2008,6,23,23,722.4,11.7,53,0,250,4.9,-0.342020213,-0.939692595
2008,6,24,0,722.8,7.9,83,0,205,6.9,-0.906307813,-0.422618206
2008,6,24,1,723.6,8.9,69,0,213,4.6,-0.838670602,-0.544638982
2008,6,24,2,723.7,9.6,77,0.1,245,3.8,-0.422618328,-0.906307756
2008,6,24,3,723.6,9.7,68,0,213,5.3,-0.838670602,-0.544638982
2008,6,24,4,723.3,10.6,61,0,177,4.9,-0.998629532,0.052336009
2008,6,24,5,723.4,13.7,54,0,220,4.6,-0.766044485,-0.64278756
2008,6,24,6,723,13.8,49,0,223,5.2,-0.731353747,-0.681998312
2008,6,24,7,722.9,15.4,50,0,237,3.1,-0.544639094,-0.83867053
2008,6,24,8,722.6,13.5,64,0,231,5.9,-0.629320444,-0.777145918
2008,6,24,9,722.4,13.2,65,0,229,5,-0.65605908,-0.754709535
2008,6,24,10,722.4,13.5,64,0,35,1.6,0.81915205,0.573576428
2008,6,24,11,722.3,12.6,61,0,233,3.2,-0.601815079,-0.798635468
2008,6,24,12,722.6,10.9,68,0,218,5.4,-0.788010794,-0.615661424
2008,6,24,13,722.6,10.5,71,0,207,6.4,-0.891006552,-0.453990445
2008,6,24,14,723.1,10.3,62,0,207,6.5,-0.891006552,-0.453990445
2008,6,24,15,723.1,10.1,68,0,205,6.9,-0.906307813,-0.422618206
2008,6,24,16,723,10,70,0,216,7.5,-0.809017032,-0.5877852
2008,6,24,17,722.8,9.7,76,0,215,6.9,-0.819152081,-0.573576384
2008,6,24,18,722.5,9.6,78,0,225,7.8,-0.707106829,-0.707106734
2008,6,24,19,722.4,9.2,80,0,215,8.3,-0.819152081,-0.573576384
2008,6,24,20,722.4,9.7,75,0,227,8.5,-0.681998409,-0.731353656
2008,6,24,21,722.5,10.1,75,0,227,7.1,-0.681998409,-0.731353656
2008,6,24,22,722.8,10.2,73,0,226,6.1,-0.694658419,-0.719339754
2008,6,24,23,722.8,10.8,64,0,240,5.1,-0.500000062,-0.866025368
2008,6,25,0,723.2,11.5,59,0,251,4.2,-0.325568225,-0.945518551
2008,6,25,1,723.6,11.7,71,0,216,4.8,-0.809017032,-0.5877852
2008,6,25,2,723.8,14.1,56,0,263,3,-0.121869421,-0.992546142
2008,6,25,3,723.7,15.8,48,0,259,2.8,-0.190809071,-0.981627169
2008,6,25,4,723.7,17.5,46,0,258,2.5,-0.207911766,-0.978147585
2008,6,25,5,723.3,19.1,46,0,280,1.8,0.173648096,-0.984807767
2008,6,25,6,723,19.3,35,0,286,2.3,0.275637274,-0.961261719
2008,6,25,7,722.4,20.2,33,0,249,1.7,-0.358368019,-0.9335804
2008,6,25,8,722,20.5,31,0,299,1.4,0.484809542,-0.87461975
2008,6,25,9,721.7,18,39,0,122,3.1,-0.529919233,0.848048115
2008,6,25,10,721.6,17.4,42,0,124,2.6,-0.559192873,0.829037593
2008,6,25,11,722,18.3,40,0,226,2.3,-0.694658419,-0.719339754
2008,6,25,12,722.1,15.5,50,0,224,6.7,-0.719339847,-0.694658322
2008,6,25,13,722.2,14.6,54,0,223,8,-0.731353747,-0.681998312
2008,6,25,14,722.5,14.1,61,0,218,8.2,-0.788010794,-0.615661424
2008,6,25,15,722.6,14.4,57,0,220,8.9,-0.766044485,-0.64278756
2008,6,25,16,722.4,13.8,62,0,210,8.1,-0.866025435,-0.499999946
2008,6,25,17,722.3,13.5,64,0,215,9.1,-0.819152081,-0.573576384
2008,6,25,18,722.1,13,70,0,216,8.6,-0.809017032,-0.5877852
2008,6,25,19,722.3,12.9,64,0,216,8.9,-0.809017032,-0.5877852
2008,6,25,20,722.2,13,63,0,223,7,-0.731353747,-0.681998312
2008,6,25,21,722.4,13.8,49,0,256,5.7,-0.24192197,-0.970295708
2008,6,25,22,722.7,14.1,46,0,268,6,-0.034899576,-0.999390824
2008,6,25,23,722.9,12.5,65,0,225,4.9,-0.707106829,-0.707106734
2008,6,26,0,723.1,11.5,76,0,213,8,-0.838670602,-0.544638982
2008,6,26,1,723.5,12.2,71,0,216,7.6,-0.809017032,-0.5877852
2008,6,26,2,723.5,13.6,67,0,241,4.6,-0.484809683,-0.874619672
2008,6,26,3,723.6,14.6,63,0,228,5.1,-0.669130657,-0.74314478
2008,6,26,4,723.7,16.5,57,0,252,3.5,-0.309017066,-0.951056493
2008,6,26,5,723.7,17.7,49,0,250,1.6,-0.342020213,-0.939692595
2008,6,26,6,723,11.9,69,0.7,81,4.9,0.156434489,0.987688337
2008,6,26,7,723,10.7,75,0.1,6,10.2,0.994521896,0.104528461
2008,6,26,8,723.2,10.1,74,2,263,7.3,-0.121869421,-0.992546142
2008,6,26,9,723.1,11.5,67,0.5,209,2.4,-0.874619737,-0.484809566
2008,6,26,10,723.5,9.6,75,0,205,4.7,-0.906307813,-0.422618206
2008,6,26,11,723.4,11.1,64,0,224,7,-0.719339847,-0.694658322
2008,6,26,12,723.4,10.9,65,0,235,8.3,-0.573576494,-0.819152004
2008,6,26,13,724,10.8,65,0,229,7.1,-0.65605908,-0.754709535
2008,6,26,14,724,10.9,69,0,230,7.2,-0.642787662,-0.766044399
2008,6,26,15,723.9,10,73,0,243,7.2,-0.453990564,-0.891006491
2008,6,26,16,723.6,9.3,73,0,235,7.7,-0.573576494,-0.819152004
2008,6,26,17,723.4,9,79,0,263,9.2,-0.121869421,-0.992546142
2008,6,26,18,723.1,10.3,63,0,282,10.3,0.207911609,-0.978147618
2008,6,26,19,722.6,10.2,66,0,277,8.7,0.121869262,-0.992546162
2008,6,26,20,722.5,10,66,0,283,8.3,0.224950972,-0.974370084
2008,6,26,21,722.4,10.2,63,0,281,9.4,0.190808913,-0.981627199
2008,6,26,22,722.3,10.8,56,0,279,7.3,0.156434383,-0.987688354
2008,6,26,23,722.3,11.4,55,0,280,7.4,0.173648096,-0.984807767
2008,6,27,0,722.7,10.8,61,0,266,5.9,-0.069756553,-0.997564045
2008,6,27,1,722.9,12.7,58,0,279,5.4,0.156434383,-0.987688354
2008,6,27,2,722.8,13.8,60,0,258,3.1,-0.207911766,-0.978147585
2008,6,27,3,723,15.8,60,0,270,3.3,-8.03847E-08,-1
2008,6,27,4,722.7,16.5,55,0,261,2.2,-0.156434542,-0.987688328
2008,6,27,5,722.4,17.2,52,0,244,3,-0.438371212,-0.898794014
2008,6,27,6,721.7,18,43,0,235,4.1,-0.573576494,-0.819152004
2008,6,27,7,721.3,19.2,38,0,239,3.4,-0.515038136,-0.857167264
2008,6,27,8,720.9,18.6,32,0,219,2.6,-0.777146002,-0.62932034
2008,6,27,9,720.5,17.2,44,0,233,3.7,-0.601815079,-0.798635468
2008,6,27,10,720.1,18.1,44,0,232,5.4,-0.61566153,-0.788010711
2008,6,27,11,720.4,16.7,53,0,235,4.2,-0.573576494,-0.819152004
2008,6,27,12,720.4,14.9,54,0,214,5.3,-0.829037608,-0.559192851
2008,6,27,13,720.8,14.9,52,0,221,5.5,-0.754709623,-0.656058979
2008,6,27,14,720.9,14.6,49,0,221,6.2,-0.754709623,-0.656058979
2008,6,27,15,720.8,14.2,51,0,222,6.7,-0.74314487,-0.669130557
2008,6,27,16,720.7,13.2,68,0,222,7.6,-0.74314487,-0.669130557
2008,6,27,17,720.1,12.5,69,0,222,10,-0.74314487,-0.669130557
2008,6,27,18,720.2,12.2,69,0,224,9.3,-0.719339847,-0.694658322
2008,6,27,19,719.7,12,71,0,222,9.9,-0.74314487,-0.669130557
2008,6,27,20,719.6,11.8,71,0,215,10.9,-0.819152081,-0.573576384
2008,6,27,21,719.6,11.3,73,0,210,10.9,-0.866025435,-0.499999946
2008,6,27,22,719.9,11,72,0,215,10.1,-0.819152081,-0.573576384
2008,6,27,23,719.9,11.4,69,0,217,9.8,-0.798635549,-0.601814972
2008,6,28,0,720.2,11.9,66,0,214,8.9,-0.829037608,-0.559192851
2008,6,28,1,720.4,13.7,59,0,220,6.7,-0.766044485,-0.64278756
2008,6,28,2,720.4,14.4,67,0,220,6.5,-0.766044485,-0.64278756
2008,6,28,3,720.7,15.7,59,0,229,5.2,-0.65605908,-0.754709535
2008,6,28,4,720.5,17.2,56,0,228,4.6,-0.669130657,-0.74314478
2008,6,28,5,720.5,18.5,47,0,242,3.9,-0.469471626,-0.882947559
2008,6,28,6,720.2,19.2,43,0,218,5,-0.788010794,-0.615661424
2008,6,28,7,720,19.4,39,0,238,4.5,-0.529919324,-0.848048059
2008,6,28,8,719.6,19.7,41,0,235,4.5,-0.573576494,-0.819152004
2008,6,28,9,719.5,19.9,39,0,223,4.7,-0.731353747,-0.681998312
2008,6,28,10,719.2,19.4,43,0,231,4.5,-0.629320444,-0.777145918
2008,6,28,11,719.2,17.3,50,0,224,4.3,-0.719339847,-0.694658322
2008,6,28,12,719.4,16.7,47,0,221,4.9,-0.754709623,-0.656058979
2008,6,28,13,719.9,16.3,50,0,199,3.1,-0.945518595,-0.325568098
2008,6,28,14,720.6,16.1,50,0,240,3.3,-0.500000062,-0.866025368
2008,6,28,15,720.8,14.9,51,0,282,2.2,0.207911609,-0.978147618
2008,6,28,16,721,14,63,0,212,4.1,-0.84804813,-0.529919211
2008,6,28,17,720.9,13.9,64,0,216,1.1,-0.809017032,-0.5877852
2008,6,28,18,720.5,10.6,83,0.3,2,4,0.999390827,0.034899496
2008,6,28,19,721.1,10.6,81,0.1,64,2.7,0.438371164,0.898794038
2008,6,28,20,719.9,8.4,94,0.1,10,13.2,0.984807754,0.173648175
2008,6,28,21,720.8,7.8,98,0,33,7.2,0.838670573,0.544639027
2008,6,28,22,720.6,7.4,99,0.3,35,11,0.81915205,0.573576428
2008,6,28,23,721.2,7.4,99,0,43,8.5,0.73135371,0.681998351
2008,6,29,0,721.5,7.7,99,0.3,57,4.6,0.544639049,0.838670559
2008,6,29,1,721.5,9.2,97,0.1,86,1.3,0.069756499,0.997564048
2008,6,29,2,721.5,10.5,96,0.1,55,1.2,0.57357645,0.819152035
2008,6,29,3,721.6,11.6,91,0,352,0.4,0.990268054,-0.139173205
2008,6,29,4,721.5,12.8,85,0,279,0.7,0.156434383,-0.987688354
2008,6,29,5,721.3,13.1,80,0,85,1.4,0.087155768,0.996194696
2008,6,29,6,721,11.5,92,0,158,1.4,-0.927183837,0.374606637
2008,6,29,7,720.7,10.7,98,0.6,19,1.3,0.945518577,0.325568149
2008,6,29,8,720.5,11.1,99,0.5,47,1.4,0.68199837,0.731353692
2008,6,29,9,720.2,12,90,0.1,154,1.1,-0.898794026,0.438371188
2008,6,29,10,719.9,11.1,99,0,220,2.5,-0.766044485,-0.64278756
2008,6,29,11,720.1,10.9,99,0,216,1.5,-0.809017032,-0.5877852
2008,6,29,12,720.1,10.5,99,0,208,1.5,-0.882947622,-0.469471508
2008,6,29,13,720.1,10.3,99,0,223,3.3,-0.731353747,-0.681998312
2008,6,29,14,720.5,10,99,0,192,4.7,-0.978147613,-0.207911635
2008,6,29,15,720.7,10,99,0,208,6.3,-0.882947622,-0.469471508
2008,6,29,16,720.4,9.4,99,0,196,4.9,-0.961261712,-0.2756373
2008,6,29,17,720,8.9,99,0,207,7.3,-0.891006552,-0.453990445
2008,6,29,18,719.6,8.8,99,0,206,7.4,-0.898794073,-0.438371092
2008,6,29,19,719.3,8.5,99,0,197,4.1,-0.956304773,-0.292371649
2008,6,29,20,719.4,8.4,99,2.5,188,2.3,-0.990268077,-0.139173046
2008,6,29,21,719.1,8.7,99,2,63,2.9,0.453990516,0.891006516
2008,6,29,22,719,8.6,99,1.1,56,8,0.559192917,0.829037563
2008,6,29,23,719.6,7.6,99,1.6,64,7.6,0.438371164,0.898794038
2008,6,30,0,719.9,7.7,95,1.8,78,4.6,0.207911714,0.978147596
2008,6,30,1,720,8.5,86,0.7,78,3.5,0.207911714,0.978147596
2008,6,30,2,720.7,8.7,90,0,71,4.3,0.325568174,0.945518569
2008,6,30,3,721.2,9.3,96,0.1,38,4.4,0.788010761,0.615661466
2008,6,30,4,720.7,9.1,93,0.7,67,5.2,0.390731147,0.920504846
2008,6,30,5,720.8,9.2,86,0.1,72,3.8,0.309017015,0.95105651
